0	0.004494382
0.948660714	0.062921348
1.841517857	0.121348315
2.845982143	0.191011236
3.850446429	0.265168539
4.910714286	0.334831461
5.859375	0.417977528
6.919642857	0.498876404
7.868303571	0.57752809
8.928571429	0.647191011
9.765625	0.707865169
10.77008929	0.764044944
11.88616071	0.808988764
12.94642857	0.849438202
13.95089286	0.887640449
14.84375	0.925842697
15.90401786	0.95505618
16.90848214	0.95505618
17.91294643	0.626966292
18.86160714	0.597752809
19.921875	0.595505618
20.92633929	0.595505618
21.93080357	0.6
22.93526786	0.604494382
23.99553571	0.613483146
24.94419643	0.629213483
26.00446429	0.642696629
26.89732143	0.647191011
28.01339286	0.660674157
28.85044643	0.674157303
29.91071429	0.687640449
30.859375	0.701123596
31.97544643	0.712359551
32.86830357	0.725842697
33.92857143	0.741573034
34.87723214	0.75505618
35.9375	0.770786517
36.88616071	0.786516854
37.77901786	0.8
39.00669643	0.831460674
39.95535714	0.862921348
40.79241071	0.894382022
42.02008929	0.930337079
42.96875	0.946067416
43.80580357	0.964044944
44.86607143	0.982022472
45.64732143	0.988764045
46.875	0.995505618
47.93526786	1.004494382
