0	0
1.170568562	0.058690745
2.341137124	0.121896163
3.288740245	0.180586907
4.124860647	0.239277652
4.793756968	0.27765237
5.685618729	0.336343115
6.41025641	0.383747178
6.967670011	0.424379233
7.469342252	0.465011287
8.305462653	0.519187359
8.918617614	0.564334086
9.476031215	0.593679458
10.2006689	0.641083521
11.0367893	0.686230248
11.98439242	0.733634312
12.9877369	0.778781038
13.87959866	0.812641084
14.71571906	0.851015801
15.66332219	0.880361174
16.10925307	0.896162528
17.05685619	0.920993228
18.11594203	0.941309255
19.23076923	0.930022573
19.28651059	0.871331828
19.28651059	0.805869074
19.23076923	0.742663657
19.28651059	0.695259594
19.34225195	0.636568849
19.34225195	0.586907449
19.39799331	0.548532731
20.56856187	0.557562077
21.40468227	0.562076749
22.6309922	0.573363431
23.91304348	0.584650113
25.25083612	0.595936795
26.42140468	0.611738149
27.70345596	0.623024831
28.92976589	0.632054176
30.26755853	0.650112867
31.54960981	0.663656885
32.60869565	0.677200903
33.72352285	0.695259594
34.94983278	0.706546275
36.62207358	0.733634312
37.8483835	0.749435666
38.79598662	0.767494357
40.13377926	0.783295711
41.86176143	0.794582393
43.58974359	0.796839729
44.87179487	0.796839729
46.76700111	0.796839729
47.93756968	0.796839729
49.10813824	0.794582393
50.22296544	0.79006772
